学号,知识点id,分数
223401010130,71,33.33333333333334
223401010131,71,33.33333333333334
223401010132,71,16.66666666666667
223401010133,71,33.33333333333334
223401010134,71,0.0
223401010136,71,0.0
223401010137,71,100.0
223401010138,71,0.0
223401010140,71,66.66666666666667
223401010201,71,33.33333333333334
223401010202,71,66.66666666666667
223401010203,71,100.0
223401010204,71,33.33333333333334
223401010205,71,100.0
223401010206,71,66.66666666666667
223401010207,71,50.0
223401010208,71,66.66666666666667
223401010209,71,33.33333333333334
223401010210,71,16.66666666666667
223401010211,71,66.66666666666667
223401010212,71,100.0
223401010214,71,0.0
223401010215,71,100.0
223401010216,71,33.33333333333334
223401010217,71,50.0
223401010218,71,100.0
223401010219,71,100.0
223401010220,71,66.66666666666667
223401010221,71,0.0
223401010222,71,100.0
223401010223,71,100.0
223401010224,71,100.0
223401010225,71,66.66666666666667
223401010226,71,33.33333333333334
223401010227,71,100.0
223401010228,71,50.0
223401010229,71,100.0
223401010230,71,0.0
223401010231,71,0.0
223401010232,71,33.33333333333334
223401010233,71,33.33333333333334
223401010234,71,50.0
223401010235,71,50.0
223401010236,71,0.0
223401010237,71,33.33333333333334
223401010238,71,33.33333333333334
223401010301,71,100.0
223401010302,71,100.0
223401010303,71,100.0
223401010304,71,66.66666666666667
223401010305,71,100.0
223401010306,71,33.33333333333334
223401010307,71,0.0
223401010308,71,0.0
223401010310,71,66.66666666666667
223401010311,71,100.0
223401010312,71,16.66666666666667
223401010313,71,16.66666666666667
223401010314,71,100.0
223401010315,71,33.33333333333334
223401010316,71,100.0
223401010317,71,66.66666666666667
223401010318,71,0.0
223401010319,71,0.0
223401010320,71,100.0
223401010321,71,50.0
223401010322,71,66.66666666666667
223401010323,71,33.33333333333334
223401010324,71,100.0
223401010325,71,0.0
223401010326,71,66.66666666666667
223401010327,71,0.0
223401010328,71,100.0
223401010329,71,100.0
223401010330,71,0.0
223401010331,71,66.66666666666667
223401010332,71,16.66666666666667
223401010334,71,100.0
223401010335,71,100.0
223401010401,71,33.33333333333334
223401010402,71,33.33333333333334
223401010403,71,33.33333333333334
223401010404,71,0.0
223401010405,71,0.0
223401010406,71,50.0
223401010407,71,33.33333333333334
223401010408,71,100.0
223401010409,71,100.0
223401010410,71,66.66666666666667
223401010411,71,0.0
223401010412,71,100.0
223401010413,71,0.0
223401010414,71,0.0
223401010415,71,33.33333333333334
223401010416,71,0.0
223401010417,71,66.66666666666667
223401010418,71,100.0
223401010419,71,50.0
223401010420,71,100.0
223401010421,71,50.0
223401010422,71,0.0
223401010423,71,50.0
223401010424,71,66.66666666666667
223401010425,71,66.66666666666667
223401010426,71,100.0
223401010427,71,66.66666666666667
223401010428,71,33.33333333333334
223401010429,71,33.33333333333334
223401010430,71,50.0
223401010431,71,33.33333333333334
223401010432,71,100.0
223401010433,71,66.66666666666667
223401010434,71,50.0
223401010435,71,16.66666666666667
223401040101,71,33.33333333333334
223401040102,71,16.66666666666667
223401040103,71,33.33333333333334
223401040104,71,0.0
223401040105,71,16.66666666666667
223401040106,71,0.0
223401040107,71,66.66666666666667
223401040108,71,33.33333333333334
223401040109,71,0.0
223401040110,71,100.0
223401040111,71,0.0
223401040112,71,66.66666666666667
223401040113,71,66.66666666666667
223401040114,71,0.0
223401040115,71,100.0
223401040116,71,50.0
223401040117,71,33.33333333333334
223401040118,71,66.66666666666667
223401040119,71,50.0
223401040120,71,66.66666666666667
223401040121,71,100.0
223401040122,71,66.66666666666667
223401040123,71,66.66666666666667
223401040124,71,33.33333333333334
223401040125,71,66.66666666666667
223401040126,71,0.0
223401040127,71,16.66666666666667
223401040128,71,33.33333333333334
223401040129,71,0.0
223401040130,71,66.66666666666667
223401040131,71,0.0
223401040132,71,100.0
223401040133,71,100.0
223401040134,71,66.66666666666667
223401040135,71,50.0
223401040201,71,66.66666666666667
223401040202,71,0.0
223401040203,71,0.0
223401040204,71,33.33333333333334
223401040205,71,100.0
223401040206,71,66.66666666666667
223401040207,71,66.66666666666667
223401040208,71,16.66666666666667
223401040209,71,33.33333333333334
223401040210,71,66.66666666666667
223401040211,71,66.66666666666667
223401040212,71,66.66666666666667
223401040213,71,16.66666666666667
223401040214,71,100.0
223401040215,71,33.33333333333334
223401040216,71,33.33333333333334
223401040217,71,0.0
223401040218,71,16.66666666666667
223401040219,71,66.66666666666667
223401040220,71,33.33333333333334
223401040221,71,100.0
223401040222,71,50.0
223401040223,71,66.66666666666667
223401040224,71,50.0
223401040225,71,33.33333333333334
223401040226,71,33.33333333333334
223401040227,71,66.66666666666667
223401040228,71,100.0
223401040229,71,66.66666666666667
223401040230,71,33.33333333333334
223401040231,71,100.0
223401040232,71,66.66666666666667
223401040233,71,33.33333333333334
223401040234,71,33.33333333333334
223401040235,71,0.0
223401050101,71,66.66666666666667
223401050102,71,50.0
223401050103,71,66.66666666666667
223401050104,71,0.0
223401050105,71,33.33333333333334
223401050106,71,33.33333333333334
223401050107,71,100.0
223401050108,71,100.0
223401050109,71,33.33333333333334
223401050110,71,0.0
223401050111,71,100.0
223401050112,71,33.33333333333334
223401050113,71,50.0
223401050114,71,50.0
223401050115,71,50.0
223401050116,71,66.66666666666667
223401050117,71,100.0
223401050118,71,50.0
223401050119,71,0.0
223401050120,71,50.0
223401050121,71,33.33333333333334
223401050122,71,66.66666666666667
223401050123,71,66.66666666666667
223401050124,71,50.0
223401050125,71,0.0
223401050126,71,16.66666666666667
223401050127,71,50.0
223401050128,71,16.66666666666667
223401050129,71,66.66666666666667
223401050130,71,100.0
223401050131,71,66.66666666666667
223401050132,71,50.0
223401050134,71,16.66666666666667
223401050135,71,100.0
223401050201,71,100.0
223401050202,71,66.66666666666667
223401050203,71,66.66666666666667
223401050204,71,16.66666666666667
223401050205,71,16.66666666666667
223401050206,71,16.66666666666667
223401050207,71,33.33333333333334
223401050208,71,16.66666666666667
223401050209,71,100.0
223401050210,71,50.0
223401050211,71,50.0
223401050212,71,83.33333333333334
223401050213,71,100.0
223401050214,71,0.0
223401050215,71,100.0
223401050216,71,66.66666666666667
223401050217,71,33.33333333333334
223401050218,71,66.66666666666667
223401050219,71,100.0
223401050220,71,100.0
223401050221,71,33.33333333333334
223401050222,71,66.66666666666667
223401050223,71,0.0
223401050224,71,33.33333333333334
223401050225,71,50.0
223401050226,71,100.0
223401050227,71,100.0
223401050228,71,100.0
223401050229,71,33.33333333333334
223401050230,71,100.0
223401050231,71,66.66666666666667
223401050232,71,33.33333333333334
223401050233,71,100.0
223401050234,71,66.66666666666667
223401050235,71,0.0
223405010213,71,66.66666666666667
223406010708,71,100.0
223406010709,71,0.0
223407020133,71,50.0
223407020218,71,50.0
223408110202,71,66.66666666666667
223409010210,71,0.0
223411010109,71,50.0
223411010111,71,100.0
223411010232,71,100.0
223411020111,71,100.0
223411070102,71,50.0
223412010212,71,0.0
223423050108,71,0.0
223423050133,71,16.66666666666667
223428020104,71,100.0
223428020136,71,0.0
223428030201,71,100.0
223428060112,71,100.0
223428060201,71,0.0
223428060202,71,100.0
223428060218,71,66.66666666666667
183423050114,72,-1
193401010122,72,-1
203401050130,72,-1
203406010614,72,-1
203409010318,72,-1
213401010106,72,-1
213401040108,72,-1
213401050132,72,-1
213401050217,72,-1
213401050227,72,-1
213401050230,72,-1
213412010226,72,-1
213428030211,72,-1
213428040133,72,-1
213428040214,72,-1
223401010101,72,-1
223401010102,72,-1
223401010103,72,-1
223401010104,72,-1
223401010105,72,-1
223401010106,72,-1
223401010107,72,-1
223401010108,72,-1
223401010109,72,-1
223401010110,72,-1
223401010112,72,-1
223401010113,72,-1
223401010114,72,-1
223401010115,72,-1
223401010116,72,-1
223401010117,72,-1
223401010118,72,-1
223401010119,72,-1
223401010120,72,-1
223401010121,72,-1
223401010122,72,-1
223401010123,72,-1
223401010124,72,-1
223401010125,72,-1
223401010126,72,-1
223401010127,72,-1
223401010128,72,-1
223401010129,72,-1
223401010130,72,-1
223401010131,72,-1
223401010132,72,-1
223401010133,72,-1
223401010134,72,-1
223401010136,72,-1
223401010137,72,-1
223401010138,72,-1
223401010140,72,-1
223401010201,72,-1
223401010202,72,-1
223401010203,72,-1
223401010204,72,-1
223401010205,72,-1
223401010206,72,-1
223401010207,72,-1
223401010208,72,-1
223401010209,72,-1
223401010210,72,-1
223401010211,72,-1
223401010212,72,-1
223401010214,72,-1
223401010215,72,-1
223401010216,72,-1
223401010217,72,-1
223401010218,72,-1
223401010219,72,-1
223401010220,72,-1
223401010221,72,-1
223401010222,72,-1
223401010223,72,-1
223401010224,72,-1
223401010225,72,-1
223401010226,72,-1
223401010227,72,-1
223401010228,72,-1
223401010229,72,-1
223401010230,72,-1
223401010231,72,-1
223401010232,72,-1
223401010233,72,-1
223401010234,72,-1
223401010235,72,-1
223401010236,72,-1
223401010237,72,-1
223401010238,72,-1
223401010301,72,-1
223401010302,72,-1
223401010303,72,-1
223401010304,72,-1
223401010305,72,-1
223401010306,72,-1
223401010307,72,-1
223401010308,72,-1
223401010310,72,-1
223401010311,72,-1
223401010312,72,-1
223401010313,72,-1
223401010314,72,-1
223401010315,72,-1
223401010316,72,-1
223401010317,72,-1
223401010318,72,-1
223401010319,72,-1
223401010320,72,-1
223401010321,72,-1
223401010322,72,-1
223401010323,72,-1
223401010324,72,-1
223401010325,72,-1
223401010326,72,-1
223401010327,72,-1
223401010328,72,-1
223401010329,72,-1
223401010330,72,-1
223401010331,72,-1
223401010332,72,-1
223401010334,72,-1
223401010335,72,-1
223401010401,72,-1
223401010402,72,-1
223401010403,72,-1
223401010404,72,-1
223401010405,72,-1
223401010406,72,-1
223401010407,72,-1
223401010408,72,-1
223401010409,72,-1
223401010410,72,-1
223401010411,72,-1
223401010412,72,-1
223401010413,72,-1
223401010414,72,-1
223401010415,72,-1
223401010416,72,-1
223401010417,72,-1
223401010418,72,-1
223401010419,72,-1
223401010420,72,-1
223401010421,72,-1
223401010422,72,-1
223401010423,72,-1
223401010424,72,-1
223401010425,72,-1
223401010426,72,-1
223401010427,72,-1
223401010428,72,-1
223401010429,72,-1
223401010430,72,-1
223401010431,72,-1
223401010432,72,-1
223401010433,72,-1
223401010434,72,-1
223401010435,72,-1
223401040101,72,-1
223401040102,72,-1
223401040103,72,-1
223401040104,72,-1
223401040105,72,-1
223401040106,72,-1
223401040107,72,-1
223401040108,72,-1
223401040109,72,-1
223401040110,72,-1
223401040111,72,-1
223401040112,72,-1
223401040113,72,-1
223401040114,72,-1
223401040115,72,-1
223401040116,72,-1
223401040117,72,-1
223401040118,72,-1
223401040119,72,-1
223401040120,72,-1
223401040121,72,-1
223401040122,72,-1
223401040123,72,-1
223401040124,72,-1
223401040125,72,-1
223401040126,72,-1
223401040127,72,-1
223401040128,72,-1
223401040129,72,-1
223401040130,72,-1
223401040131,72,-1
223401040132,72,-1
223401040133,72,-1
223401040134,72,-1
223401040135,72,-1
223401040201,72,-1
223401040202,72,-1
223401040203,72,-1
223401040204,72,-1
223401040205,72,-1
223401040206,72,-1
223401040207,72,-1
223401040208,72,-1
223401040209,72,-1
223401040210,72,-1
223401040211,72,-1
223401040212,72,-1
223401040213,72,-1
223401040214,72,-1
223401040215,72,-1
223401040216,72,-1
223401040217,72,-1
223401040218,72,-1
223401040219,72,-1
223401040220,72,-1
223401040221,72,-1
223401040222,72,-1
223401040223,72,-1
223401040224,72,-1
223401040225,72,-1
223401040226,72,-1
223401040227,72,-1
223401040228,72,-1
223401040229,72,-1
223401040230,72,-1
223401040231,72,-1
223401040232,72,-1
223401040233,72,-1
223401040234,72,-1
223401040235,72,-1
223401050101,72,-1
223401050102,72,-1
223401050103,72,-1
223401050104,72,-1
223401050105,72,-1
223401050106,72,-1
223401050107,72,-1
223401050108,72,-1
223401050109,72,-1
223401050110,72,-1
223401050111,72,-1
223401050112,72,-1
223401050113,72,-1
223401050114,72,-1
223401050115,72,-1
223401050116,72,-1
223401050117,72,-1
223401050118,72,-1
223401050119,72,-1
223401050120,72,-1
223401050121,72,-1
223401050122,72,-1
223401050123,72,-1
223401050124,72,-1
223401050125,72,-1
223401050126,72,-1
223401050127,72,-1
223401050128,72,-1
223401050129,72,-1
223401050130,72,-1
223401050131,72,-1
223401050132,72,-1
223401050134,72,-1
223401050135,72,-1
223401050201,72,-1
223401050202,72,-1
223401050203,72,-1
223401050204,72,-1
223401050205,72,-1
223401050206,72,-1
223401050207,72,-1
223401050208,72,-1
223401050209,72,-1
223401050210,72,-1
223401050211,72,-1
223401050212,72,-1
223401050213,72,-1
223401050214,72,-1
223401050215,72,-1
223401050216,72,-1
223401050217,72,-1
223401050218,72,-1
223401050219,72,-1
223401050220,72,-1
223401050221,72,-1
223401050222,72,-1
223401050223,72,-1
223401050224,72,-1
223401050225,72,-1
223401050226,72,-1
223401050227,72,-1
223401050228,72,-1
223401050229,72,-1
223401050230,72,-1
223401050231,72,-1
223401050232,72,-1
223401050233,72,-1
223401050234,72,-1
223401050235,72,-1
223405010213,72,-1
223406010708,72,-1
223406010709,72,-1
223407020133,72,-1
223407020218,72,-1
223408110202,72,-1
223409010210,72,-1
223411010109,72,-1
223411010111,72,-1
223411010232,72,-1
223411020111,72,-1
223411070102,72,-1
223412010212,72,-1
223423050108,72,-1
223423050133,72,-1
223428020104,72,-1
223428020136,72,-1
223428030201,72,-1
223428060112,72,-1
223428060201,72,-1
223428060202,72,-1
223428060218,72,-1
183423050114,73,100.0
193401010122,73,0.0
203401050130,73,16.66666666666667
203406010614,73,66.66666666666667
203409010318,73,66.66666666666667
213401010106,73,100.0
213401040108,73,0.0
213401050132,73,0.0
213401050217,73,66.66666666666667
213401050227,73,50.0
213401050230,73,100.0
213412010226,73,100.0
213428030211,73,100.0
213428040133,73,0.0
213428040214,73,100.0
223401010101,73,66.66666666666667
223401010102,73,50.0
223401010103,73,50.0
223401010104,73,50.0
223401010105,73,100.0
223401010106,73,66.66666666666667
223401010107,73,0.0
223401010108,73,66.66666666666667
223401010109,73,50.0
223401010110,73,33.33333333333334
223401010112,73,50.0
223401010113,73,100.0
223401010114,73,100.0
223401010115,73,0.0
223401010116,73,33.33333333333334
223401010117,73,0.0
223401010118,73,0.0
223401010119,73,0.0
223401010120,73,100.0
223401010121,73,0.0
223401010122,73,0.0
223401010123,73,66.66666666666667
223401010124,73,100.0
223401010125,73,16.66666666666667
223401010126,73,100.0
223401010127,73,100.0
223401010128,73,33.33333333333334
223401010129,73,0.0
223401010130,73,33.33333333333334
223401010131,73,33.33333333333334
223401010132,73,16.66666666666667
223401010133,73,33.33333333333334
223401010134,73,0.0
223401010136,73,0.0
223401010137,73,100.0
223401010138,73,0.0
223401010140,73,66.66666666666667
223401010201,73,33.33333333333334
223401010202,73,66.66666666666667
223401010203,73,100.0
223401010204,73,33.33333333333334
223401010205,73,100.0
223401010206,73,66.66666666666667
223401010207,73,50.0
223401010208,73,66.66666666666667
223401010209,73,33.33333333333334
223401010210,73,16.66666666666667
223401010211,73,66.66666666666667
223401010212,73,100.0
223401010214,73,0.0
223401010215,73,100.0
223401010216,73,33.33333333333334
223401010217,73,50.0
223401010218,73,100.0
223401010219,73,100.0
223401010220,73,66.66666666666667
223401010221,73,0.0
223401010222,73,100.0
223401010223,73,100.0
223401010224,73,100.0
223401010225,73,66.66666666666667
223401010226,73,33.33333333333334
223401010227,73,100.0
223401010228,73,50.0
223401010229,73,100.0
223401010230,73,0.0
223401010231,73,0.0
223401010232,73,33.33333333333334
223401010233,73,33.33333333333334
223401010234,73,50.0
223401010235,73,50.0
223401010236,73,0.0
223401010237,73,33.33333333333334
223401010238,73,33.33333333333334
223401010301,73,100.0
223401010302,73,100.0
223401010303,73,100.0
223401010304,73,66.66666666666667
223401010305,73,100.0
223401010306,73,33.33333333333334
223401010307,73,0.0
223401010308,73,0.0
223401010310,73,66.66666666666667
223401010311,73,100.0
223401010312,73,16.66666666666667
223401010313,73,16.66666666666667
223401010314,73,100.0
223401010315,73,33.33333333333334
223401010316,73,100.0
223401010317,73,66.66666666666667
223401010318,73,0.0
223401010319,73,0.0
223401010320,73,100.0
223401010321,73,50.0
223401010322,73,66.66666666666667
223401010323,73,33.33333333333334
223401010324,73,100.0
223401010325,73,0.0
223401010326,73,66.66666666666667
223401010327,73,0.0
223401010328,73,100.0
223401010329,73,100.0
223401010330,73,0.0
223401010331,73,66.66666666666667
223401010332,73,16.66666666666667
223401010334,73,100.0
223401010335,73,100.0
223401010401,73,33.33333333333334
223401010402,73,33.33333333333334
223401010403,73,33.33333333333334
223401010404,73,0.0
223401010405,73,0.0
223401010406,73,50.0
223401010407,73,33.33333333333334
223401010408,73,100.0
223401010409,73,100.0
223401010410,73,66.66666666666667
223401010411,73,0.0
223401010412,73,100.0
223401010413,73,0.0
223401010414,73,0.0
223401010415,73,33.33333333333334
223401010416,73,0.0
223401010417,73,66.66666666666667
223401010418,73,100.0
223401010419,73,50.0
223401010420,73,100.0
223401010421,73,50.0
223401010422,73,0.0
223401010423,73,50.0
223401010424,73,66.66666666666667
223401010425,73,66.66666666666667
223401010426,73,100.0
223401010427,73,66.66666666666667
223401010428,73,33.33333333333334
223401010429,73,33.33333333333334
223401010430,73,50.0
223401010431,73,33.33333333333334
223401010432,73,100.0
223401010433,73,66.66666666666667
223401010434,73,50.0
223401010435,73,16.66666666666667
223401040101,73,33.33333333333334
223401040102,73,16.66666666666667
223401040103,73,33.33333333333334
223401040104,73,0.0
223401040105,73,16.66666666666667
223401040106,73,0.0
223401040107,73,66.66666666666667
223401040108,73,33.33333333333334
223401040109,73,0.0
223401040110,73,100.0
223401040111,73,0.0
223401040112,73,66.66666666666667
223401040113,73,66.66666666666667
223401040114,73,0.0
223401040115,73,100.0
223401040116,73,50.0
223401040117,73,33.33333333333334
223401040118,73,66.66666666666667
223401040119,73,50.0
223401040120,73,66.66666666666667
223401040121,73,100.0
223401040122,73,66.66666666666667
223401040123,73,66.66666666666667
223401040124,73,33.33333333333334
223401040125,73,66.66666666666667
223401040126,73,0.0
223401040127,73,16.66666666666667
223401040128,73,33.33333333333334
223401040129,73,0.0
223401040130,73,66.66666666666667
223401040131,73,0.0
223401040132,73,100.0
223401040133,73,100.0
223401040134,73,66.66666666666667
223401040135,73,50.0
223401040201,73,66.66666666666667
223401040202,73,0.0
223401040203,73,0.0
223401040204,73,33.33333333333334
223401040205,73,100.0
223401040206,73,66.66666666666667
223401040207,73,66.66666666666667
223401040208,73,16.66666666666667
223401040209,73,33.33333333333334
223401040210,73,66.66666666666667
223401040211,73,66.66666666666667
223401040212,73,66.66666666666667
223401040213,73,16.66666666666667
223401040214,73,100.0
223401040215,73,33.33333333333334
223401040216,73,33.33333333333334
223401040217,73,0.0
223401040218,73,16.66666666666667
223401040219,73,66.66666666666667
223401040220,73,33.33333333333334
223401040221,73,100.0
223401040222,73,50.0
223401040223,73,66.66666666666667
223401040224,73,50.0
223401040225,73,33.33333333333334
223401040226,73,33.33333333333334
223401040227,73,66.66666666666667
223401040228,73,100.0
223401040229,73,66.66666666666667
223401040230,73,33.33333333333334
223401040231,73,100.0
223401040232,73,66.66666666666667
223401040233,73,33.33333333333334
223401040234,73,33.33333333333334
223401040235,73,0.0
223401050101,73,66.66666666666667
223401050102,73,50.0
223401050103,73,66.66666666666667
223401050104,73,0.0
223401050105,73,33.33333333333334
223401050106,73,33.33333333333334
223401050107,73,100.0
223401050108,73,100.0
223401050109,73,33.33333333333334
223401050110,73,0.0
223401050111,73,100.0
223401050112,73,33.33333333333334
223401050113,73,50.0
223401050114,73,50.0
223401050115,73,50.0
223401050116,73,66.66666666666667
223401050117,73,100.0
223401050118,73,50.0
223401050119,73,0.0
223401050120,73,50.0
223401050121,73,33.33333333333334
223401050122,73,66.66666666666667
223401050123,73,66.66666666666667
223401050124,73,50.0
223401050125,73,0.0
223401050126,73,16.66666666666667
223401050127,73,50.0
223401050128,73,16.66666666666667
223401050129,73,66.66666666666667
223401050130,73,100.0
223401050131,73,66.66666666666667
223401050132,73,50.0
223401050134,73,16.66666666666667
223401050135,73,100.0
223401050201,73,100.0
223401050202,73,66.66666666666667
223401050203,73,66.66666666666667
223401050204,73,16.66666666666667
223401050205,73,16.66666666666667
223401050206,73,16.66666666666667
223401050207,73,33.33333333333334
223401050208,73,16.66666666666667
223401050209,73,100.0
223401050210,73,50.0
223401050211,73,50.0
223401050212,73,83.33333333333334
223401050213,73,100.0
223401050214,73,0.0
223401050215,73,100.0
223401050216,73,66.66666666666667
223401050217,73,33.33333333333334
223401050218,73,66.66666666666667
223401050219,73,100.0
223401050220,73,100.0
223401050221,73,33.33333333333334
223401050222,73,66.66666666666667
223401050223,73,0.0
223401050224,73,33.33333333333334
223401050225,73,50.0
223401050226,73,100.0
223401050227,73,100.0
223401050228,73,100.0
223401050229,73,33.33333333333334
223401050230,73,100.0
223401050231,73,66.66666666666667
223401050232,73,33.33333333333334
223401050233,73,100.0
223401050234,73,66.66666666666667
223401050235,73,0.0
223405010213,73,66.66666666666667
223406010708,73,100.0
223406010709,73,0.0
223407020133,73,50.0
223407020218,73,50.0
223408110202,73,66.66666666666667
223409010210,73,0.0
223411010109,73,50.0
223411010111,73,100.0
223411010232,73,100.0
223411020111,73,100.0
223411070102,73,50.0
223412010212,73,0.0
223423050108,73,0.0
223423050133,73,16.66666666666667
223428020104,73,100.0
223428020136,73,0.0
223428030201,73,100.0
223428060112,73,100.0
223428060201,73,0.0
223428060202,73,100.0
223428060218,73,66.66666666666667
183423050114,74,-1
193401010122,74,-1
203401050130,74,-1
203406010614,74,-1
203409010318,74,-1
213401010106,74,-1
213401040108,74,-1
213401050132,74,-1
213401050217,74,-1
213401050227,74,-1
213401050230,74,-1
213412010226,74,-1
213428030211,74,-1
213428040133,74,-1
213428040214,74,-1
223401010101,74,-1
223401010102,74,-1
223401010103,74,-1
223401010104,74,-1
223401010105,74,-1
223401010106,74,-1
223401010107,74,-1
223401010108,74,-1
223401010109,74,-1
223401010110,74,-1
223401010112,74,-1
223401010113,74,-1
223401010114,74,-1
223401010115,74,-1
223401010116,74,-1
223401010117,74,-1
223401010118,74,-1
223401010119,74,-1
223401010120,74,-1
223401010121,74,-1
223401010122,74,-1
223401010123,74,-1
223401010124,74,-1
223401010125,74,-1
223401010126,74,-1
223401010127,74,-1
223401010128,74,-1
223401010129,74,-1
223401010130,74,-1
223401010131,74,-1
223401010132,74,-1
223401010133,74,-1
223401010134,74,-1
223401010136,74,-1
223401010137,74,-1
223401010138,74,-1
223401010140,74,-1
223401010201,74,-1
223401010202,74,-1
223401010203,74,-1
223401010204,74,-1
223401010205,74,-1
223401010206,74,-1
223401010207,74,-1
223401010208,74,-1
223401010209,74,-1
223401010210,74,-1
223401010211,74,-1
223401010212,74,-1
223401010214,74,-1
223401010215,74,-1
223401010216,74,-1
223401010217,74,-1
223401010218,74,-1
223401010219,74,-1
223401010220,74,-1
223401010221,74,-1
223401010222,74,-1
223401010223,74,-1
223401010224,74,-1
223401010225,74,-1
223401010226,74,-1
223401010227,74,-1
223401010228,74,-1
223401010229,74,-1
223401010230,74,-1
223401010231,74,-1
223401010232,74,-1
223401010233,74,-1
223401010234,74,-1
223401010235,74,-1
223401010236,74,-1
223401010237,74,-1
223401010238,74,-1
223401010301,74,-1
223401010302,74,-1
223401010303,74,-1
223401010304,74,-1
223401010305,74,-1
223401010306,74,-1
223401010307,74,-1
223401010308,74,-1
223401010310,74,-1
223401010311,74,-1
223401010312,74,-1
223401010313,74,-1
223401010314,74,-1
223401010315,74,-1
223401010316,74,-1
223401010317,74,-1
223401010318,74,-1
223401010319,74,-1
223401010320,74,-1
223401010321,74,-1
223401010322,74,-1
223401010323,74,-1
223401010324,74,-1
223401010325,74,-1
223401010326,74,-1
223401010327,74,-1
223401010328,74,-1
223401010329,74,-1
223401010330,74,-1
223401010331,74,-1
223401010332,74,-1
223401010334,74,-1
223401010335,74,-1
223401010401,74,-1
223401010402,74,-1
223401010403,74,-1
223401010404,74,-1
223401010405,74,-1
223401010406,74,-1
223401010407,74,-1
223401010408,74,-1
223401010409,74,-1
223401010410,74,-1
223401010411,74,-1
223401010412,74,-1
223401010413,74,-1
223401010414,74,-1
223401010415,74,-1
223401010416,74,-1
223401010417,74,-1
223401010418,74,-1
223401010419,74,-1
223401010420,74,-1
223401010421,74,-1
223401010422,74,-1
223401010423,74,-1
223401010424,74,-1
223401010425,74,-1
223401010426,74,-1
223401010427,74,-1
223401010428,74,-1
223401010429,74,-1
223401010430,74,-1
223401010431,74,-1
223401010432,74,-1
223401010433,74,-1
223401010434,74,-1
223401010435,74,-1
223401040101,74,-1
223401040102,74,-1
223401040103,74,-1
223401040104,74,-1
223401040105,74,-1
223401040106,74,-1
223401040107,74,-1
223401040108,74,-1
223401040109,74,-1
223401040110,74,-1
223401040111,74,-1
223401040112,74,-1
223401040113,74,-1
223401040114,74,-1
223401040115,74,-1
223401040116,74,-1
223401040117,74,-1
223401040118,74,-1
223401040119,74,-1
223401040120,74,-1
223401040121,74,-1
223401040122,74,-1
223401040123,74,-1
223401040124,74,-1
223401040125,74,-1
223401040126,74,-1
223401040127,74,-1
223401040128,74,-1
223401040129,74,-1
223401040130,74,-1
223401040131,74,-1
223401040132,74,-1
223401040133,74,-1
223401040134,74,-1
223401040135,74,-1
223401040201,74,-1
223401040202,74,-1
223401040203,74,-1
223401040204,74,-1
223401040205,74,-1
223401040206,74,-1
223401040207,74,-1
223401040208,74,-1
223401040209,74,-1
223401040210,74,-1
223401040211,74,-1
223401040212,74,-1
223401040213,74,-1
223401040214,74,-1
223401040215,74,-1
223401040216,74,-1
223401040217,74,-1
223401040218,74,-1
223401040219,74,-1
223401040220,74,-1
223401040221,74,-1
223401040222,74,-1
223401040223,74,-1
223401040224,74,-1
223401040225,74,-1
223401040226,74,-1
223401040227,74,-1
223401040228,74,-1
223401040229,74,-1
223401040230,74,-1
223401040231,74,-1
223401040232,74,-1
223401040233,74,-1
223401040234,74,-1
223401040235,74,-1
223401050101,74,-1
223401050102,74,-1
223401050103,74,-1
223401050104,74,-1
223401050105,74,-1
223401050106,74,-1
223401050107,74,-1
223401050108,74,-1
223401050109,74,-1
223401050110,74,-1
223401050111,74,-1
223401050112,74,-1
223401050113,74,-1
223401050114,74,-1
223401050115,74,-1
223401050116,74,-1
223401050117,74,-1
223401050118,74,-1
223401050119,74,-1
223401050120,74,-1
223401050121,74,-1
223401050122,74,-1
223401050123,74,-1
223401050124,74,-1
223401050125,74,-1
223401050126,74,-1
223401050127,74,-1
223401050128,74,-1
223401050129,74,-1
223401050130,74,-1
223401050131,74,-1
223401050132,74,-1
223401050134,74,-1
223401050135,74,-1
223401050201,74,-1
223401050202,74,-1
223401050203,74,-1
223401050204,74,-1
223401050205,74,-1
223401050206,74,-1
223401050207,74,-1
223401050208,74,-1
223401050209,74,-1
223401050210,74,-1
223401050211,74,-1
223401050212,74,-1
223401050213,74,-1
223401050214,74,-1
223401050215,74,-1
223401050216,74,-1
223401050217,74,-1
223401050218,74,-1
223401050219,74,-1
223401050220,74,-1
223401050221,74,-1
223401050222,74,-1
223401050223,74,-1
223401050224,74,-1
223401050225,74,-1
223401050226,74,-1
223401050227,74,-1
223401050228,74,-1
223401050229,74,-1
223401050230,74,-1
223401050231,74,-1
223401050232,74,-1
223401050233,74,-1
223401050234,74,-1
223401050235,74,-1
223405010213,74,-1
223406010708,74,-1
223406010709,74,-1
223407020133,74,-1
223407020218,74,-1
223408110202,74,-1
223409010210,74,-1
223411010109,74,-1
223411010111,74,-1
223411010232,74,-1
223411020111,74,-1
223411070102,74,-1
223412010212,74,-1
223423050108,74,-1
223423050133,74,-1
223428020104,74,-1
223428020136,74,-1
223428030201,74,-1
223428060112,74,-1
223428060201,74,-1
223428060202,74,-1
223428060218,74,-1
183423050114,75,100
193401010122,75,0
203401050130,75,100
