学号,知识点id,分数
223401040127,6,-1
223401040128,6,-1
223401040129,6,-1
223401040130,6,-1
223401040131,6,-1
223401040132,6,-1
223401040133,6,-1
223401040134,6,-1
223401040135,6,-1
223401040201,6,-1
223401040202,6,-1
223401040203,6,-1
223401040204,6,-1
223401040205,6,-1
223401040206,6,-1
223401040207,6,-1
223401040208,6,-1
223401040209,6,-1
223401040210,6,-1
223401040211,6,-1
223401040212,6,-1
223401040213,6,-1
223401040214,6,-1
223401040215,6,-1
223401040216,6,-1
223401040217,6,-1
223401040218,6,-1
223401040219,6,-1
223401040220,6,-1
223401040221,6,-1
223401040222,6,-1
223401040223,6,-1
223401040224,6,-1
223401040225,6,-1
223401040226,6,-1
223401040227,6,-1
223401040228,6,-1
223401040229,6,-1
223401040230,6,-1
223401040231,6,-1
223401040232,6,-1
223401040233,6,-1
223401040234,6,-1
223401040235,6,-1
223401050101,6,-1
223401050102,6,-1
223401050103,6,-1
223401050104,6,-1
223401050105,6,-1
223401050106,6,-1
223401050107,6,-1
223401050108,6,-1
223401050109,6,-1
223401050110,6,-1
223401050111,6,-1
223401050112,6,-1
223401050113,6,-1
223401050114,6,-1
223401050115,6,-1
223401050116,6,-1
223401050117,6,-1
223401050118,6,-1
223401050119,6,-1
223401050120,6,-1
223401050121,6,-1
223401050122,6,-1
223401050123,6,-1
223401050124,6,-1
223401050125,6,-1
223401050126,6,-1
223401050127,6,-1
223401050128,6,-1
223401050129,6,-1
223401050130,6,-1
223401050131,6,-1
223401050132,6,-1
223401050134,6,-1
223401050135,6,-1
223401050201,6,-1
223401050202,6,-1
223401050203,6,-1
223401050204,6,-1
223401050205,6,-1
223401050206,6,-1
223401050207,6,-1
223401050208,6,-1
223401050209,6,-1
223401050210,6,-1
223401050211,6,-1
223401050212,6,-1
223401050213,6,-1
223401050214,6,-1
223401050215,6,-1
223401050216,6,-1
223401050217,6,-1
223401050218,6,-1
223401050219,6,-1
223401050220,6,-1
223401050221,6,-1
223401050222,6,-1
223401050223,6,-1
223401050224,6,-1
223401050225,6,-1
223401050226,6,-1
223401050227,6,-1
223401050228,6,-1
223401050229,6,-1
223401050230,6,-1
223401050231,6,-1
223401050232,6,-1
223401050233,6,-1
223401050234,6,-1
223401050235,6,-1
223405010213,6,-1
223406010708,6,-1
223406010709,6,-1
223407020133,6,-1
223407020218,6,-1
223408110202,6,-1
223409010210,6,-1
223411010109,6,-1
223411010111,6,-1
223411010232,6,-1
223411020111,6,-1
223411070102,6,-1
223412010212,6,-1
223423050108,6,-1
223423050133,6,-1
223428020104,6,-1
223428020136,6,-1
223428030201,6,-1
223428060112,6,-1
223428060201,6,-1
223428060202,6,-1
223428060218,6,-1
183423050114,7,-1
193401010122,7,-1
203401050130,7,-1
203406010614,7,-1
203409010318,7,-1
213401010106,7,-1
213401040108,7,-1
213401050132,7,-1
213401050217,7,-1
213401050227,7,-1
213401050230,7,-1
213412010226,7,-1
213428030211,7,-1
213428040133,7,-1
213428040214,7,-1
223401010101,7,-1
223401010102,7,-1
223401010103,7,-1
223401010104,7,-1
223401010105,7,-1
223401010106,7,-1
223401010107,7,-1
223401010108,7,-1
223401010109,7,-1
223401010110,7,-1
223401010112,7,-1
223401010113,7,-1
223401010114,7,-1
223401010115,7,-1
223401010116,7,-1
223401010117,7,-1
223401010118,7,-1
223401010119,7,-1
223401010120,7,-1
223401010121,7,-1
223401010122,7,-1
223401010123,7,-1
223401010124,7,-1
223401010125,7,-1
223401010126,7,-1
223401010127,7,-1
223401010128,7,-1
223401010129,7,-1
223401010130,7,-1
223401010131,7,-1
223401010132,7,-1
223401010133,7,-1
223401010134,7,-1
223401010136,7,-1
223401010137,7,-1
223401010138,7,-1
223401010140,7,-1
223401010201,7,-1
223401010202,7,-1
223401010203,7,-1
223401010204,7,-1
223401010205,7,-1
223401010206,7,-1
223401010207,7,-1
223401010208,7,-1
223401010209,7,-1
223401010210,7,-1
223401010211,7,-1
223401010212,7,-1
223401010214,7,-1
223401010215,7,-1
223401010216,7,-1
223401010217,7,-1
223401010218,7,-1
223401010219,7,-1
223401010220,7,-1
223401010221,7,-1
223401010222,7,-1
223401010223,7,-1
223401010224,7,-1
223401010225,7,-1
223401010226,7,-1
223401010227,7,-1
223401010228,7,-1
223401010229,7,-1
223401010230,7,-1
223401010231,7,-1
223401010232,7,-1
223401010233,7,-1
223401010234,7,-1
223401010235,7,-1
223401010236,7,-1
223401010237,7,-1
223401010238,7,-1
223401010301,7,-1
223401010302,7,-1
223401010303,7,-1
223401010304,7,-1
223401010305,7,-1
223401010306,7,-1
223401010307,7,-1
223401010308,7,-1
223401010310,7,-1
223401010311,7,-1
223401010312,7,-1
223401010313,7,-1
223401010314,7,-1
223401010315,7,-1
223401010316,7,-1
223401010317,7,-1
223401010318,7,-1
223401010319,7,-1
223401010320,7,-1
223401010321,7,-1
223401010322,7,-1
223401010323,7,-1
223401010324,7,-1
223401010325,7,-1
223401010326,7,-1
223401010327,7,-1
223401010328,7,-1
223401010329,7,-1
223401010330,7,-1
223401010331,7,-1
223401010332,7,-1
223401010334,7,-1
223401010335,7,-1
223401010401,7,-1
223401010402,7,-1
223401010403,7,-1
223401010404,7,-1
223401010405,7,-1
223401010406,7,-1
223401010407,7,-1
223401010408,7,-1
223401010409,7,-1
223401010410,7,-1
223401010411,7,-1
223401010412,7,-1
223401010413,7,-1
223401010414,7,-1
223401010415,7,-1
223401010416,7,-1
223401010417,7,-1
223401010418,7,-1
223401010419,7,-1
223401010420,7,-1
223401010421,7,-1
223401010422,7,-1
223401010423,7,-1
223401010424,7,-1
223401010425,7,-1
223401010426,7,-1
223401010427,7,-1
223401010428,7,-1
223401010429,7,-1
223401010430,7,-1
223401010431,7,-1
223401010432,7,-1
223401010433,7,-1
223401010434,7,-1
223401010435,7,-1
223401040101,7,-1
223401040102,7,-1
223401040103,7,-1
223401040104,7,-1
223401040105,7,-1
223401040106,7,-1
223401040107,7,-1
223401040108,7,-1
223401040109,7,-1
223401040110,7,-1
223401040111,7,-1
223401040112,7,-1
223401040113,7,-1
223401040114,7,-1
223401040115,7,-1
223401040116,7,-1
223401040117,7,-1
223401040118,7,-1
223401040119,7,-1
223401040120,7,-1
223401040121,7,-1
223401040122,7,-1
223401040123,7,-1
223401040124,7,-1
223401040125,7,-1
223401040126,7,-1
223401040127,7,-1
223401040128,7,-1
223401040129,7,-1
223401040130,7,-1
223401040131,7,-1
223401040132,7,-1
223401040133,7,-1
223401040134,7,-1
223401040135,7,-1
223401040201,7,-1
223401040202,7,-1
223401040203,7,-1
223401040204,7,-1
223401040205,7,-1
223401040206,7,-1
223401040207,7,-1
223401040208,7,-1
223401040209,7,-1
223401040210,7,-1
223401040211,7,-1
223401040212,7,-1
223401040213,7,-1
223401040214,7,-1
223401040215,7,-1
223401040216,7,-1
223401040217,7,-1
223401040218,7,-1
223401040219,7,-1
223401040220,7,-1
223401040221,7,-1
223401040222,7,-1
223401040223,7,-1
223401040224,7,-1
223401040225,7,-1
223401040226,7,-1
223401040227,7,-1
223401040228,7,-1
223401040229,7,-1
223401040230,7,-1
223401040231,7,-1
223401040232,7,-1
223401040233,7,-1
223401040234,7,-1
223401040235,7,-1
223401050101,7,-1
223401050102,7,-1
223401050103,7,-1
223401050104,7,-1
223401050105,7,-1
223401050106,7,-1
223401050107,7,-1
223401050108,7,-1
223401050109,7,-1
223401050110,7,-1
223401050111,7,-1
223401050112,7,-1
223401050113,7,-1
223401050114,7,-1
223401050115,7,-1
223401050116,7,-1
223401050117,7,-1
223401050118,7,-1
223401050119,7,-1
223401050120,7,-1
223401050121,7,-1
223401050122,7,-1
223401050123,7,-1
223401050124,7,-1
223401050125,7,-1
223401050126,7,-1
223401050127,7,-1
223401050128,7,-1
223401050129,7,-1
223401050130,7,-1
223401050131,7,-1
223401050132,7,-1
223401050134,7,-1
223401050135,7,-1
223401050201,7,-1
223401050202,7,-1
223401050203,7,-1
223401050204,7,-1
223401050205,7,-1
223401050206,7,-1
223401050207,7,-1
223401050208,7,-1
223401050209,7,-1
223401050210,7,-1
223401050211,7,-1
223401050212,7,-1
223401050213,7,-1
223401050214,7,-1
223401050215,7,-1
223401050216,7,-1
223401050217,7,-1
223401050218,7,-1
223401050219,7,-1
223401050220,7,-1
223401050221,7,-1
223401050222,7,-1
223401050223,7,-1
223401050224,7,-1
223401050225,7,-1
223401050226,7,-1
223401050227,7,-1
223401050228,7,-1
223401050229,7,-1
223401050230,7,-1
223401050231,7,-1
223401050232,7,-1
223401050233,7,-1
223401050234,7,-1
223401050235,7,-1
223405010213,7,-1
223406010708,7,-1
223406010709,7,-1
223407020133,7,-1
223407020218,7,-1
223408110202,7,-1
223409010210,7,-1
223411010109,7,-1
223411010111,7,-1
223411010232,7,-1
223411020111,7,-1
223411070102,7,-1
223412010212,7,-1
223423050108,7,-1
223423050133,7,-1
223428020104,7,-1
223428020136,7,-1
223428030201,7,-1
223428060112,7,-1
223428060201,7,-1
223428060202,7,-1
223428060218,7,-1
183423050114,8,0.0
193401010122,8,0.0
203401050130,8,45.83333333333334
203406010614,8,75.0
203409010318,8,0.0
213401010106,8,25.0
213401040108,8,0.0
213401050132,8,0.0
213401050217,8,0.0
213401050227,8,75.0
213401050230,8,0.0
213412010226,8,0.0
213428030211,8,100.0
213428040133,8,0.0
213428040214,8,0.0
223401010101,8,0.0
223401010102,8,0.0
223401010103,8,0.0
223401010104,8,25.0
223401010105,8,75.0
223401010106,8,0.0
223401010107,8,75.0
223401010108,8,0.0
223401010109,8,0.0
223401010110,8,25.0
223401010112,8,75.0
223401010113,8,75.0
223401010114,8,50.0
223401010115,8,0.0
223401010116,8,0.0
223401010117,8,0.0
223401010118,8,0.0
223401010119,8,25.0
223401010120,8,0.0
223401010121,8,0.0
223401010122,8,0.0
223401010123,8,0.0
223401010124,8,25.0
223401010125,8,0.0
223401010126,8,0.0
223401010127,8,25.0
223401010128,8,25.0
223401010129,8,0.0
223401010130,8,0.0
223401010131,8,50.0
223401010132,8,25.0
223401010133,8,0.0
223401010134,8,0.0
223401010136,8,0.0
223401010137,8,0.0
223401010138,8,0.0
223401010140,8,0.0
223401010201,8,0.0
223401010202,8,25.0
223401010203,8,25.0
223401010204,8,0.0
223401010205,8,0.0
223401010206,8,25.0
223401010207,8,0.0
223401010208,8,0.0
223401010209,8,0.0
223401010210,8,0.0
223401010211,8,100.0
223401010212,8,100.0
223401010214,8,0.0
223401010215,8,50.0
223401010216,8,25.0
223401010217,8,0.0
223401010218,8,100.0
223401010219,8,0.0
223401010220,8,0.0
223401010221,8,0.0
223401010222,8,0.0
223401010223,8,25.0
223401010224,8,75.0
223401010225,8,0.0
223401010226,8,0.0
223401010227,8,0.0
223401010228,8,0.0
223401010229,8,100.0
223401010230,8,100.0
223401010231,8,0.0
223401010232,8,75.0
223401010233,8,0.0
223401010234,8,0.0
223401010235,8,25.0
223401010236,8,25.0
223401010237,8,25.0
223401010238,8,0.0
223401010301,8,0.0
223401010302,8,25.0
223401010303,8,0.0
223401010304,8,25.0
223401010305,8,0.0
223401010306,8,0.0
223401010307,8,25.0
223401010308,8,0.0
223401010310,8,75.0
223401010311,8,0.0
223401010312,8,0.0
223401010313,8,100.0
223401010314,8,50.0
223401010315,8,0.0
223401010316,8,0.0
223401010317,8,0.0
223401010318,8,25.0
223401010319,8,0.0
223401010320,8,75.0
223401010321,8,25.0
223401010322,8,0.0
223401010323,8,0.0
223401010324,8,0.0
223401010325,8,0.0
223401010326,8,0.0
223401010327,8,20.83333333333334
223401010328,8,75.0
223401010329,8,25.0
223401010330,8,50.0
223401010331,8,0.0
223401010332,8,0.0
223401010334,8,0.0
223401010335,8,0.0
223401010401,8,0.0
223401010402,8,0.0
223401010403,8,0.0
223401010404,8,25.0
223401010405,8,0.0
223401010406,8,0.0
223401010407,8,0.0
223401010408,8,0.0
223401010409,8,0.0
223401010410,8,50.0
223401010411,8,25.0
223401010412,8,100.0
223401010413,8,0.0
223401010414,8,0.0
223401010415,8,0.0
223401010416,8,0.0
223401010417,8,25.0
223401010418,8,100.0
223401010419,8,0.0
223401010420,8,25.0
223401010421,8,0.0
223401010422,8,0.0
223401010423,8,25.0
223401010424,8,0.0
223401010425,8,0.0
223401010426,8,75.0
223401010427,8,25.0
223401010428,8,0.0
223401010429,8,25.0
223401010430,8,0.0
223401010431,8,0.0
223401010432,8,25.0
223401010433,8,25.0
223401010434,8,0.0
223401010435,8,0.0
223401040101,8,0.0
223401040102,8,0.0
223401040103,8,25.0
223401040104,8,0.0
223401040105,8,25.0
223401040106,8,100.0
223401040107,8,50.0
223401040108,8,0.0
223401040109,8,0.0
223401040110,8,25.0
223401040111,8,0.0
223401040112,8,50.0
223401040113,8,25.0
223401040114,8,75.0
223401040115,8,0.0
223401040116,8,0.0
223401040117,8,25.0
223401040118,8,25.0
223401040119,8,0.0
223401040120,8,0.0
223401040121,8,100.0
223401040122,8,0.0
223401040123,8,0.0
223401040124,8,25.0
223401040125,8,50.0
223401040126,8,0.0
223401040127,8,25.0
223401040128,8,0.0
223401040129,8,0.0
223401040130,8,25.0
223401040131,8,25.0
223401040132,8,0.0
223401040133,8,0.0
223401040134,8,0.0
223401040135,8,25.0
223401040201,8,0.0
223401040202,8,25.0
223401040203,8,0.0
223401040204,8,0.0
223401040205,8,0.0
223401040206,8,0.0
223401040207,8,0.0
223401040208,8,0.0
223401040209,8,25.0
223401040210,8,0.0
223401040211,8,0.0
223401040212,8,25.0
223401040213,8,0.0
223401040214,8,75.0
223401040215,8,0.0
223401040216,8,25.0
223401040217,8,0.0
223401040218,8,0.0
223401040219,8,25.0
223401040220,8,0.0
223401040221,8,0.0
223401040222,8,0.0
223401040223,8,0.0
223401040224,8,25.0
223401040225,8,25.0
223401040226,8,25.0
223401040227,8,50.0
223401040228,8,25.0
223401040229,8,25.0
223401040230,8,0.0
223401040231,8,0.0
223401040232,8,25.0
223401040233,8,0.0
223401040234,8,25.0
223401040235,8,0.0
223401050101,8,25.0
223401050102,8,50.0
223401050103,8,0.0
223401050104,8,0.0
223401050105,8,0.0
223401050106,8,0.0
223401050107,8,100.0
223401050108,8,75.0
223401050109,8,0.0
223401050110,8,0.0
223401050111,8,100.0
223401050112,8,0.0
223401050113,8,0.0
223401050114,8,0.0
223401050115,8,25.0
223401050116,8,0.0
223401050117,8,50.0
223401050118,8,25.0
223401050119,8,25.0
223401050120,8,0.0
223401050121,8,25.0
223401050122,8,0.0
223401050123,8,0.0
223401050124,8,0.0
223401050125,8,50.0
223401050126,8,25.0
223401050127,8,0.0
223401050128,8,0.0
223401050129,8,25.0
223401050130,8,0.0
223401050131,8,25.0
223401050132,8,0.0
223401050134,8,0.0
223401050135,8,0.0
223401050201,8,25.0
223401050202,8,0.0
223401050203,8,0.0
223401050204,8,0.0
223401050205,8,25.0
223401050206,8,0.0
223401050207,8,25.0
223401050208,8,0.0
223401050209,8,0.0
223401050210,8,0.0
223401050211,8,25.0
223401050212,8,0.0
223401050213,8,25.0
223401050214,8,75.0
223401050215,8,100.0
223401050216,8,25.0
223401050217,8,25.0
223401050218,8,0.0
223401050219,8,100.0
223401050220,8,0.0
223401050221,8,25.0
223401050222,8,25.0
223401050223,8,0.0
223401050224,8,0.0
223401050225,8,25.0
223401050226,8,0.0
223401050227,8,100.0
223401050228,8,75.0
223401050229,8,0.0
223401050230,8,25.0
223401050231,8,0.0
223401050232,8,25.0
223401050233,8,25.0
223401050234,8,0.0
223401050235,8,0.0
223405010213,8,0.0
223406010708,8,25.0
223406010709,8,0.0
223407020133,8,75.0
223407020218,8,75.0
223408110202,8,25.0
223409010210,8,0.0
223411010109,8,0.0
223411010111,8,0.0
223411010232,8,25.0
223411020111,8,100.0
223411070102,8,25.0
223412010212,8,100.0
223423050108,8,0.0
223423050133,8,25.0
223428020104,8,0.0
223428020136,8,20.83333333333334
223428030201,8,25.0
223428060112,8,0.0
223428060201,8,0.0
223428060202,8,25.0
223428060218,8,50.0
183423050114,9,0
193401010122,9,0
203401050130,9,100
203406010614,9,100
203409010318,9,100
213401010106,9,0
213401040108,9,100
213401050132,9,0
213401050217,9,0
213401050227,9,100
213401050230,9,0
213412010226,9,100
213428030211,9,0
213428040133,9,0
213428040214,9,100
223401010101,9,100
223401010102,9,100
223401010103,9,0
223401010104,9,100
223401010105,9,100
223401010106,9,0
223401010107,9,100
223401010108,9,100
223401010109,9,100
223401010110,9,100
223401010112,9,100
223401010113,9,100
223401010114,9,100
223401010115,9,100
223401010116,9,100
223401010117,9,0
223401010118,9,100
223401010119,9,0
223401010120,9,0
223401010121,9,100
223401010122,9,0
223401010123,9,100
223401010124,9,100
223401010125,9,100
223401010126,9,0
223401010127,9,100
223401010128,9,100
223401010129,9,100
223401010130,9,100
223401010131,9,100
223401010132,9,0
223401010133,9,0
223401010134,9,0
223401010136,9,100
223401010137,9,100
223401010138,9,100
223401010140,9,100
223401010201,9,100
223401010202,9,100
223401010203,9,0
223401010204,9,100
223401010205,9,0
223401010206,9,100
223401010207,9,100
223401010208,9,100
223401010209,9,0
223401010210,9,100
223401010211,9,100
223401010212,9,100
223401010214,9,100
223401010215,9,100
223401010216,9,100
223401010217,9,100
223401010218,9,100
223401010219,9,0
223401010220,9,100
223401010221,9,100
223401010222,9,100
223401010223,9,100
223401010224,9,100
223401010225,9,100
223401010226,9,100
223401010227,9,100
223401010228,9,100
223401010229,9,100
223401010230,9,100
223401010231,9,0
223401010232,9,0
223401010233,9,100
223401010234,9,100
223401010235,9,0
223401010236,9,0
223401010237,9,100
223401010238,9,100
223401010301,9,100
223401010302,9,100
223401010303,9,0
223401010304,9,100
223401010305,9,100
223401010306,9,0
223401010307,9,100
223401010308,9,0
223401010310,9,100
223401010311,9,100
223401010312,9,100
223401010313,9,100
223401010314,9,100
223401010315,9,0
223401010316,9,100
223401010317,9,100
223401010318,9,100
223401010319,9,100
223401010320,9,100
223401010321,9,0
223401010322,9,100
223401010323,9,0
223401010324,9,100
223401010325,9,100
223401010326,9,0
223401010327,9,100
223401010328,9,100
223401010329,9,100
223401010330,9,100
223401010331,9,0
223401010332,9,100
223401010334,9,100
223401010335,9,0
223401010401,9,100
223401010402,9,100
223401010403,9,100
223401010404,9,0
223401010405,9,0
223401010406,9,0
223401010407,9,100
223401010408,9,100
223401010409,9,100
223401010410,9,100
223401010411,9,100
223401010412,9,0
223401010413,9,100
223401010414,9,100
223401010415,9,100
223401010416,9,0
223401010417,9,100
223401010418,9,0
223401010419,9,100
223401010420,9,100
223401010421,9,0
223401010422,9,0
223401010423,9,100
223401010424,9,100
223401010425,9,100
223401010426,9,0
223401010427,9,0
223401010428,9,0
223401010429,9,100
223401010430,9,0
223401010431,9,0
223401010432,9,100
223401010433,9,100
223401010434,9,100
223401010435,9,100
223401040101,9,0
223401040102,9,100
223401040103,9,100
223401040104,9,100
223401040105,9,0
223401040106,9,100
223401040107,9,100
223401040108,9,100
223401040109,9,0
223401040110,9,100
223401040111,9,100
223401040112,9,0
223401040113,9,100
223401040114,9,0
223401040115,9,100
223401040116,9,100
223401040117,9,100
223401040118,9,100
223401040119,9,0
223401040120,9,100
223401040121,9,100
223401040122,9,100
223401040123,9,100
223401040124,9,100
223401040125,9,100
223401040126,9,0
223401040127,9,0
223401040128,9,0
223401040129,9,0
223401040130,9,100
223401040131,9,100
223401040132,9,0
223401040133,9,0
223401040134,9,100
223401040135,9,100
223401040201,9,100
223401040202,9,100
223401040203,9,0
223401040204,9,100
223401040205,9,100
223401040206,9,100
223401040207,9,0
223401040208,9,100
223401040209,9,100
223401040210,9,0
223401040211,9,0
223401040212,9,100
223401040213,9,100
223401040214,9,100
223401040215,9,0
223401040216,9,0
223401040217,9,100
223401040218,9,100
223401040219,9,100
223401040220,9,100
223401040221,9,0
223401040222,9,0
223401040223,9,100
223401040224,9,100
223401040225,9,0
223401040226,9,100
223401040227,9,100
223401040228,9,100
223401040229,9,0
223401040230,9,0
223401040231,9,0
223401040232,9,100
223401040233,9,100
223401040234,9,100
223401040235,9,100
223401050101,9,100
223401050102,9,100
223401050103,9,0
223401050104,9,0
223401050105,9,100
223401050106,9,0
223401050107,9,0
223401050108,9,100
